evo,enemy,run,generation,individual,fitness,playerHealth,enemyHealth,time
0,2,0,2,98,0.0,0,60.0,329
0,2,0,2,99,0.0,0,100.0,371
0,2,0,3,0,90.12694452321487,62,0.0,147
0,2,0,3,1,0.0,0,100.0,189
0,2,0,3,2,0.0,0,100.0,189
0,2,0,3,3,0.0,0,100.0,189
0,2,0,3,4,66.8437871872029,10,0.0,245
0,2,0,3,5,0.0,0,100.0,189
0,2,0,3,6,0.0,0,100.0,189
0,2,0,3,7,0.0,0,100.0,189
0,2,0,3,8,52.49527598775212,2,0.0,260
0,2,0,3,9,79.91414025327582,30,0.0,195
0,2,0,3,10,66.8437871872029,10,0.0,245
0,2,0,3,11,71.67986479803766,14,0.0,195
0,2,0,3,12,66.8437871872029,10,0.0,245
0,2,0,3,13,79.91414025327582,30,0.0,195
0,2,0,3,14,79.91414025327582,30,0.0,195
0,2,0,3,15,83.2905416895859,46,0.0,243
0,2,0,3,16,66.64010904984659,8,0.0,177
0,2,0,3,17,69.10408502767969,14,0.0,280
0,2,0,3,18,84.94673569443566,42,0.0,160
0,2,0,3,19,79.91414025327582,30,0.0,195
0,2,0,3,20,79.91414025327582,30,0.0,195
0,2,0,3,21,0.0,0,100.0,189
0,2,0,3,22,66.64010904984659,8,0.0,177
0,2,0,3,23,66.64010904984659,8,0.0,177
0,2,0,3,24,92.98242671270518,88,0.0,195
0,2,0,3,25,0.0,0,100.0,189
0,2,0,3,26,0.0,0,100.0,189
0,2,0,3,27,71.67986479803766,14,0.0,195
0,2,0,3,28,0.0,0,100.0,189
0,2,0,3,29,0.0,0,100.0,189
0,2,0,3,30,52.49527598775212,2,0.0,260
0,2,0,3,31,79.91414025327582,30,0.0,195
0,2,0,3,32,52.49527598775212,2,0.0,260
0,2,0,3,33,52.49527598775212,2,0.0,260
0,2,0,3,34,60.58772849975855,30,0.0,733
0,2,0,3,35,89.834830294651,64,0.0,168
0,2,0,3,36,0.0,0,100.0,189
0,2,0,3,37,79.91414025327582,30,0.0,195
0,2,0,3,38,0.0,0,100.0,189
0,2,0,3,39,79.91414025327582,30,0.0,195
0,2,0,3,40,71.72520779228878,16,0.0,239
0,2,0,3,41,79.91414025327582,30,0.0,195
0,2,0,3,42,0.0,0,100.0,189
0,2,0,3,43,0.0,0,100.0,189
0,2,0,3,44,66.8437871872029,10,0.0,245
0,2,0,3,45,79.91414025327582,30,0.0,195
0,2,0,3,46,88.8268442171078,80,0.0,278
0,2,0,3,47,76.46503830360567,22,0.0,195
0,2,0,3,48,89.834830294651,64,0.0,168
0,2,0,3,49,0.0,0,100.0,189
0,2,0,3,50,79.91414025327582,30,0.0,195
0,2,0,3,51,79.91414025327582,30,0.0,195
0,2,0,3,52,0.0,0,100.0,353
0,2,0,3,53,0.0,0,60.0,203
0,2,0,3,54,0.0,0,40.0,154
0,2,0,3,55,88.62732249672965,64,0.0,204
0,2,0,3,56,79.91414025327582,30,0.0,195
0,2,0,3,57,0.0,0,100.0,329
0,2,0,3,58,0.0,0,20.0,193
0,2,0,3,59,0.0,0,100.0,339
0,2,0,3,60,0.0,0,100.0,329
0,2,0,3,61,0.0,0,90.0,167
0,2,0,3,62,0.0,0,50.0,377
0,2,0,3,63,0.0,0,60.0,329
0,2,0,3,64,0.0,0,60.0,329
0,2,0,3,65,0.0,0,100.0,143
0,2,0,3,66,0.0,0,100.0,329
0,2,0,3,67,0.0,0,100.0,253
0,2,0,3,68,0.0,0,30.0,317
0,2,0,3,69,0.0,0,10.0,277
0,2,0,3,70,44.224571320870766,2,0.0,587
0,2,0,3,71,60.58772849975855,30,0.0,733
0,2,0,3,72,0.0,0,60.0,329
0,2,0,3,73,0.0,0,100.0,347
0,2,0,3,74,0.0,0,100.0,201
0,2,0,3,75,0.0,0,100.0,322
0,2,0,3,76,0.0,0,100.0,722
0,2,0,3,77,0.0,0,100.0,203
0,2,0,3,78,87.84855285332095,74,0.0,278
0,2,0,3,79,0.0,0,100.0,325
0,2,0,3,80,0.0,0,90.0,329
0,2,0,3,81,87.11219421474807,50,0.0,158
0,2,0,3,82,0.0,0,100.0,329
0,2,0,3,83,79.91414025327582,30,0.0,195
0,2,0,3,84,0.0,0,100.0,329
0,2,0,3,85,0.0,0,70.0,329
0,2,0,3,86,79.91414025327582,30,0.0,195
0,2,0,3,87,0.0,0,90.0,774
0,2,0,3,88,0.0,0,90.0,844
0,2,0,3,89,0.0,0,50.0,215
0,2,0,3,90,79.91414025327582,30,0.0,195
0,2,0,3,91,79.91414025327582,30,0.0,195
0,2,0,3,92,79.91414025327582,30,0.0,195
0,2,0,3,93,0.0,0,100.0,329
0,2,0,3,94,79.91414025327582,30,0.0,195
0,2,0,3,95,0.0,0,50.0,256
0,2,0,3,96,0.0,0,100.0,327
0,2,0,3,97,0.0,0,50.0,212
0,2,0,3,98,0.0,0,100.0,347
0,2,0,3,99,0.0,0,100.0,262
0,2,0,4,0,66.64010904984659,8,0.0,177
0,2,0,4,1,89.834830294651,64,0.0,168
0,2,0,4,2,71.67986479803766,14,0.0,195
0,2,0,4,3,87.84855285332095,74,0.0,278
0,2,0,4,4,79.91414025327582,30,0.0,195
0,2,0,4,5,0.0,0,100.0,189
0,2,0,4,6,87.11219421474807,50,0.0,158
0,2,0,4,7,79.91414025327582,30,0.0,195
0,2,0,4,8,92.98242671270518,88,0.0,195
0,2,0,4,9,66.8437871872029,10,0.0,245
0,2,0,4,10,84.94673569443566,42,0.0,160
0,2,0,4,11,84.94673569443566,42,0.0,160
0,2,0,4,12,79.91414025327582,30,0.0,195
0,2,0,4,13,0.0,0,100.0,189
0,2,0,4,14,79.91414025327582,30,0.0,195
0,2,0,4,15,79.91414025327582,30,0.0,195
0,2,0,4,16,79.91414025327582,30,0.0,195
0,2,0,4,17,90.12694452321487,62,0.0,147
0,2,0,4,18,79.91414025327582,30,0.0,195
0,2,0,4,19,89.834830294651,64,0.0,168
0,2,0,4,20,0.0,0,100.0,189
0,2,0,4,21,87.11219421474807,50,0.0,158
0,2,0,4,22,79.91414025327582,30,0.0,195
0,2,0,4,23,79.91414025327582,30,0.0,195
0,2,0,4,24,87.84855285332095,74,0.0,278
0,2,0,4,25,76.46503830360567,22,0.0,195
0,2,0,4,26,66.64010904984659,8,0.0,177
0,2,0,4,27,79.91414025327582,30,0.0,195
0,2,0,4,28,0.0,0,100.0,189
0,2,0,4,29,69.10408502767969,14,0.0,280
0,2,0,4,30,79.91414025327582,30,0.0,195
0,2,0,4,31,79.91414025327582,30,0.0,195
0,2,0,4,32,79.91414025327582,30,0.0,195
0,2,0,4,33,52.20464731334737,10,0.0,709
0,2,0,4,34,0.0,0,60.0,327
0,2,0,4,35,0.0,0,30.0,188
0,2,0,4,36,0.0,0,20.0,193
0,2,0,4,37,0.0,0,50.0,256
0,2,0,4,38,0.0,0,100.0,288
0,2,0,4,39,0.0,0,80.0,250
0,2,0,4,40,0.0,0,30.0,228
0,2,0,4,41,0.0,0,70.0,187
0,2,0,4,42,79.91414025327582,30,0.0,195
0,2,0,4,43,79.46633197025426,30,0.0,209
0,2,0,4,44,0.0,0,100.0,329
0,2,0,4,45,0.0,0,100.0,329
0,2,0,4,46,0.0,0,70.0,193
0,2,0,4,47,76.46503830360567,22,0.0,195
0,2,0,4,48,79.91414025327582,30,0.0,195
0,2,0,4,49,87.84855285332095,74,0.0,278
0,2,0,4,50,0.0,0,80.0,322
0,2,0,4,51,0.0,0,60.0,329
0,2,0,4,52,0.0,0,100.0,329
0,2,0,4,53,59.189931337678885,26,0.0,736
0,2,0,4,54,92.57641531783392,76,0.0,151
0,2,0,4,55,79.91414025327582,30,0.0,195
0,2,0,4,56,79.91414025327582,30,0.0,195
0,2,0,4,57,0.0,0,60.0,329
0,2,0,4,58,0.0,0,60.0,228
0,2,0,4,59,79.91414025327582,30,0.0,195
0,2,0,4,60,0.0,0,100.0,314
0,2,0,4,61,0.0,0,60.0,274
0,2,0,4,62,79.46633197025426,30,0.0,209
0,2,0,4,63,0.0,0,50.0,256
0,2,0,4,64,0.0,0,50.0,380
0,2,0,4,65,66.64010904984659,8,0.0,177
0,2,0,4,66,0.0,0,60.0,315
0,2,0,4,67,82.5853970088998,36,0.0,177
0,2,0,4,68,79.91414025327582,30,0.0,195
0,2,0,4,69,79.91414025327582,30,0.0,195
0,2,0,4,70,0.0,0,100.0,253
0,2,0,4,71,0.0,0,100.0,705
0,2,0,4,72,79.91414025327582,30,0.0,195
0,2,0,4,73,0.0,0,100.0,329
0,2,0,4,74,0.0,0,70.0,197
0,2,0,4,75,0.0,0,60.0,329
0,2,0,4,76,0.0,0,100.0,202
0,2,0,4,77,0.0,0,80.0,253
0,2,0,4,78,79.91414025327582,30,0.0,195
0,2,0,4,79,0.0,0,100.0,325
0,2,0,4,80,0.0,0,30.0,475
0,2,0,4,81,0.0,0,100.0,256
0,2,0,4,82,0.0,0,100.0,347
0,2,0,4,83,0.0,0,60.0,245
0,2,0,4,84,0.0,0,10.0,311
0,2,0,4,85,0.0,0,50.0,239
0,2,0,4,86,0.0,0,60.0,253
0,2,0,4,87,0.0,0,60.0,355
0,2,0,4,88,0.0,0,50.0,256
0,2,0,4,89,83.1533055284738,38,0.0,179
0,2,0,4,90,79.91414025327582,30,0.0,195
0,2,0,4,91,0.0,0,20.0,255
0,2,0,4,92,0.0,0,60.0,329
0,2,0,4,93,0.0,0,50.0,256
0,2,0,4,94,0.0,0,40.0,341
0,2,0,4,95,87.84855285332095,74,0.0,278
0,2,0,4,96,0.0,0,40.0,159
0,2,0,4,97,79.91414025327582,30,0.0,195
0,2,0,4,98,77.07283520914561,28,0.0,259
0,2,0,4,99,79.91414025327582,30,0.0,195
0,2,0,5,0,69.10408502767969,14,0.0,280
0,2,0,5,1,87.84855285332095,74,0.0,278
0,2,0,5,2,90.12694452321487,62,0.0,147
0,2,0,5,3,89.834830294651,64,0.0,168
0,2,0,5,4,0.0,0,100.0,189
0,2,0,5,5,79.91414025327582,30,0.0,195
0,2,0,5,6,79.91414025327582,30,0.0,195
0,2,0,5,7,92.98242671270518,88,0.0,195
0,2,0,5,8,0.0,0,100.0,189
0,2,0,5,9,79.91414025327582,30,0.0,195
0,2,0,5,10,79.91414025327582,30,0.0,195
0,2,0,5,11,79.91414025327582,30,0.0,195
0,2,0,5,12,89.834830294651,64,0.0,168
0,2,0,5,13,66.64010904984659,8,0.0,177
0,2,0,5,14,79.91414025327582,30,0.0,195
0,2,0,5,15,79.91414025327582,30,0.0,195
0,2,0,5,16,79.46633197025426,30,0.0,209
0,2,0,5,17,87.84855285332095,74,0.0,278
0,2,0,5,18,79.91414025327582,30,0.0,195
0,2,0,5,19,79.91414025327582,30,0.0,195
0,2,0,5,20,76.46503830360567,22,0.0,195
0,2,0,5,21,83.1533055284738,38,0.0,179
0,2,0,5,22,79.91414025327582,30,0.0,195
0,2,0,5,23,66.64010904984659,8,0.0,177
0,2,0,5,24,87.11219421474807,50,0.0,158
0,2,0,5,25,0.0,0,100.0,189
0,2,0,5,26,87.84855285332095,74,0.0,278
0,2,0,5,27,0.0,0,100.0,189
0,2,0,5,28,76.46503830360567,22,0.0,195
0,2,0,5,29,82.5853970088998,36,0.0,177
0,2,0,5,30,79.91414025327582,30,0.0,195
0,2,0,5,31,79.91414025327582,30,0.0,195
0,2,0,5,32,79.91414025327582,30,0.0,195
0,2,0,5,33,79.91414025327582,30,0.0,195
0,2,0,5,34,79.91414025327582,30,0.0,195
0,2,0,5,35,79.91414025327582,30,0.0,195
0,2,0,5,36,79.91414025327582,30,0.0,195
0,2,0,5,37,0.0,0,60.0,329
0,2,0,5,38,79.91414025327582,30,0.0,195
0,2,0,5,39,79.91414025327582,30,0.0,195
0,2,0,5,40,0.0,0,90.0,329
0,2,0,5,41,79.91414025327582,30,0.0,195
0,2,0,5,42,86.05261351397445,64,0.0,278
0,2,0,5,43,0.0,0,80.0,253
0,2,0,5,44,87.84855285332095,74,0.0,278
0,2,0,5,45,64.60127369286477,8,0.0,249
0,2,0,5,46,71.41156992404697,14,0.0,204
0,2,0,5,47,88.0541237002195,54,0.0,158
0,2,0,5,48,0.0,0,100.0,329
0,2,0,5,49,0.0,0,100.0,329
0,2,0,5,50,75.96379659178805,24,0.0,241
0,2,0,5,51,79.91414025327582,30,0.0,195
0,2,0,5,52,79.91414025327582,30,0.0,195
0,2,0,5,53,90.02910668490014,62,0.0,150
0,2,0,5,54,0.0,0,20.0,193
0,2,0,5,55,79.91414025327582,30,0.0,195
0,2,0,5,56,0.0,0,100.0,109
0,2,0,5,57,79.91414025327582,30,0.0,195
0,2,0,5,58,0.0,0,100.0,325
0,2,0,5,59,0.0,0,50.0,256
0,2,0,5,60,0.0,0,100.0,325
0,2,0,5,61,82.04116283798106,32,0.0,151
0,2,0,5,62,0.0,0,60.0,329
0,2,0,5,63,87.84855285332095,74,0.0,278
0,2,0,5,64,86.78731939278322,50,0.0,168
0,2,0,5,65,0.0,0,10.0,221
0,2,0,5,66,79.91414025327582,30,0.0,195
0,2,0,5,67,68.7502186134524,12,0.0,241
0,2,0,5,68,0.0,0,20.0,188
0,2,0,5,69,79.91414025327582,30,0.0,195
0,2,0,5,70,0.0,0,80.0,178
0,2,0,5,71,0.0,0,80.0,373
0,2,0,5,72,0.0,0,70.0,103
0,2,0,5,73,85.7226674542589,54,0.0,228
0,2,0,5,74,85.01076705666193,42,0.0,158
0,2,0,5,75,0.0,0,100.0,303
0,2,0,5,76,79.91414025327582,30,0.0,195
0,2,0,5,77,0.0,0,100.0,187
0,2,0,5,78,0.0,0,60.0,214
0,2,0,5,79,0.0,0,50.0,734
0,2,0,5,80,0.0,0,20.0,189
0,2,0,5,81,0.0,0,90.0,179
0,2,0,5,82,82.96805943147837,36,0.0,165
0,2,0,5,83,70.32778501219629,14,0.0,240
0,2,0,5,84,0.0,0,30.0,187
0,2,0,5,85,0.0,0,100.0,399
0,2,0,5,86,0.0,0,50.0,325
0,2,0,5,87,0.0,0,100.0,329
0,2,0,5,88,0.0,0,90.0,242
0,2,0,5,89,0.0,0,60.0,213
0,2,0,5,90,87.14023270099801,66,0.0,258
