evo,enemy,run,generation,individual,fitness,playerHealth,enemyHealth,time
0,2,0,0,0,0.0,0,100.0,329
0,2,0,0,1,0.0,0,50.0,316
0,2,0,0,2,87.84855285332095,74,0.0,278
0,2,0,0,3,0.0,0,100.0,325
0,2,0,0,4,0.0,0,100.0,363
0,2,0,0,5,0.0,0,100.0,329
0,2,0,0,6,0.0,0,60.0,329
0,2,0,0,7,0.0,0,90.0,329
0,2,0,0,8,0.0,0,100.0,329
0,2,0,0,9,0.0,0,100.0,347
0,2,0,0,10,0.0,0,100.0,253
0,2,0,0,11,0.0,0,100.0,329
0,2,0,0,12,0.0,0,100.0,329
0,2,0,0,13,0.0,0,100.0,251
0,2,0,0,14,79.91414025327582,30,0.0,195
0,2,0,0,15,0.0,0,100.0,360
0,2,0,0,16,0.0,0,100.0,325
0,2,0,0,17,0.0,0,100.0,329
0,2,0,0,18,0.0,0,100.0,360
0,2,0,0,19,0.0,0,100.0,256
0,2,0,0,20,0.0,0,100.0,329
0,2,0,0,21,0.0,0,100.0,348
0,2,0,0,22,0.0,0,100.0,327
0,2,0,0,23,0.0,0,100.0,329
0,2,0,0,24,0.0,0,100.0,347
0,2,0,0,25,0.0,0,100.0,322
0,2,0,0,26,0.0,0,100.0,334
0,2,0,0,27,0.0,0,90.0,325
0,2,0,0,28,0.0,0,100.0,325
0,2,0,0,29,0.0,0,90.0,199
0,2,0,0,30,0.0,0,100.0,290
0,2,0,0,31,0.0,0,70.0,159
0,2,0,0,32,0.0,0,100.0,329
0,2,0,0,33,87.84855285332095,74,0.0,278
0,2,0,0,34,0.0,0,10.0,325
0,2,0,0,35,0.0,0,100.0,329
0,2,0,0,36,0.0,0,100.0,329
0,2,0,0,37,0.0,0,50.0,162
0,2,0,0,38,0.0,0,100.0,329
0,2,0,0,39,0.0,0,100.0,325
0,2,0,0,40,0.0,0,100.0,360
0,2,0,0,41,0.0,0,100.0,365
0,2,0,0,42,0.0,0,100.0,329
0,2,0,0,43,0.0,0,100.0,347
0,2,0,0,44,0.0,0,100.0,256
0,2,0,0,45,0.0,0,100.0,325
0,2,0,0,46,0.0,0,70.0,322
0,2,0,0,47,0.0,0,100.0,334
0,2,0,0,48,0.0,0,100.0,329
0,2,0,0,49,0.0,0,90.0,140
0,2,0,0,50,0.0,0,100.0,329
0,2,0,0,51,0.0,0,100.0,754
0,2,0,0,52,62.80357493165917,34,0.0,706
0,2,0,0,53,0.0,0,100.0,329
0,2,0,0,54,0.0,0,100.0,325
0,2,0,0,55,0.0,0,100.0,360
0,2,0,0,56,0.0,0,80.0,325
0,2,0,0,57,0.0,0,100.0,339
0,2,0,0,58,0.0,0,100.0,178
0,2,0,0,59,0.0,0,100.0,360
0,2,0,0,60,0.0,0,20.0,475
0,2,0,0,61,0.0,0,100.0,329
0,2,0,0,62,0.0,0,100.0,253
0,2,0,0,63,0.0,0,100.0,326
0,2,0,0,64,0.0,0,100.0,365
0,2,0,0,65,0.0,0,100.0,325
0,2,0,0,66,0.0,0,100.0,320
0,2,0,0,67,0.0,0,100.0,329
0,2,0,0,68,0.0,0,100.0,329
0,2,0,0,69,0.0,0,100.0,329
0,2,0,0,70,0.0,0,100.0,325
0,2,0,0,71,0.0,0,100.0,329
0,2,0,0,72,0.0,0,20.0,541
0,2,0,0,73,0.0,0,40.0,329
0,2,0,0,74,0.0,0,100.0,782
0,2,0,0,75,0.0,0,90.0,329
0,2,0,0,76,66.64010904984659,8,0.0,177
0,2,0,0,77,0.0,0,70.0,475
0,2,0,0,78,0.0,0,90.0,329
0,2,0,0,79,0.0,0,100.0,329
0,2,0,0,80,0.0,0,100.0,325
0,2,0,0,81,87.84855285332095,74,0.0,278
0,2,0,0,82,0.0,0,100.0,329
0,2,0,0,83,0.0,0,100.0,329
0,2,0,0,84,82.96805943147837,36,0.0,165
0,2,0,0,85,87.84855285332095,74,0.0,278
0,2,0,0,86,0.0,0,100.0,325
0,2,0,0,87,0.0,0,100.0,324
0,2,0,0,88,0.0,0,100.0,193
0,2,0,0,89,0.0,0,100.0,128
0,2,0,0,90,0.0,0,100.0,253
0,2,0,0,91,0.0,0,100.0,329
0,2,0,0,92,0.0,0,100.0,323
0,2,0,0,93,47.301019211586095,10,0.0,855
0,2,0,0,94,0.0,0,100.0,325
0,2,0,0,95,0.0,0,100.0,360
0,2,0,0,96,0.0,0,100.0,480
0,2,0,0,97,0.0,0,100.0,360
0,2,0,0,98,0.0,0,100.0,329
0,2,0,0,99,87.84855285332095,74,0.0,278
0,2,0,1,0,47.301019211586095,10,0.0,855
0,2,0,1,1,0.0,0,100.0,329
0,2,0,1,2,0.0,0,100.0,329
0,2,0,1,3,0.0,0,100.0,329
0,2,0,1,4,0.0,0,100.0,329
0,2,0,1,5,0.0,0,100.0,329
0,2,0,1,6,0.0,0,100.0,329
0,2,0,1,7,0.0,0,100.0,329
0,2,0,1,8,0.0,0,100.0,329
0,2,0,1,9,0.0,0,100.0,329
0,2,0,1,10,0.0,0,100.0,329
0,2,0,1,11,0.0,0,100.0,329
0,2,0,1,12,0.0,0,100.0,329
0,2,0,1,13,0.0,0,100.0,329
0,2,0,1,14,87.84855285332095,74,0.0,278
0,2,0,1,15,66.64010904984659,8,0.0,177
0,2,0,1,16,0.0,0,100.0,329
0,2,0,1,17,0.0,0,100.0,329
0,2,0,1,18,0.0,0,100.0,329
0,2,0,1,19,47.301019211586095,10,0.0,855
0,2,0,1,20,47.301019211586095,10,0.0,855
0,2,0,1,21,0.0,0,100.0,329
0,2,0,1,22,0.0,0,100.0,329
0,2,0,1,23,0.0,0,100.0,329
0,2,0,1,24,0.0,0,100.0,329
0,2,0,1,25,0.0,0,100.0,329
0,2,0,1,26,87.84855285332095,74,0.0,278
0,2,0,1,27,0.0,0,100.0,329
0,2,0,1,28,87.84855285332095,74,0.0,278
0,2,0,1,29,0.0,0,100.0,329
0,2,0,1,30,0.0,0,100.0,329
0,2,0,1,31,66.64010904984659,8,0.0,177
0,2,0,1,32,0.0,0,100.0,329
0,2,0,1,33,0.0,0,50.0,256
0,2,0,1,34,79.91414025327582,30,0.0,195
0,2,0,1,35,0.0,0,100.0,381
0,2,0,1,36,92.98242671270518,88,0.0,195
0,2,0,1,37,0.0,0,100.0,732
0,2,0,1,38,0.0,0,100.0,354
0,2,0,1,39,0.0,0,100.0,329
0,2,0,1,40,0.0,0,60.0,325
0,2,0,1,41,0.0,0,100.0,356
0,2,0,1,42,0.0,0,100.0,329
0,2,0,1,43,0.0,0,100.0,222
0,2,0,1,44,0.0,0,100.0,325
0,2,0,1,45,0.0,0,100.0,329
0,2,0,1,46,0.0,0,100.0,219
0,2,0,1,47,82.5853970088998,36,0.0,177
0,2,0,1,48,0.0,0,100.0,360
0,2,0,1,49,0.0,0,100.0,321
0,2,0,1,50,0.0,0,80.0,190
0,2,0,1,51,0.0,0,100.0,325
0,2,0,1,52,87.38038712020106,56,0.0,192
0,2,0,1,53,0.0,0,100.0,360
0,2,0,1,54,0.0,0,100.0,342
0,2,0,1,55,87.84855285332095,74,0.0,278
0,2,0,1,56,0.0,0,100.0,347
0,2,0,1,57,0.0,0,100.0,329
0,2,0,1,58,0.0,0,100.0,329
0,2,0,1,59,54.07308283381825,2,0.0,195
0,2,0,1,60,0.0,0,100.0,329
0,2,0,1,61,0.0,0,90.0,329
0,2,0,1,62,82.93627531598922,36,0.0,166
0,2,0,1,63,0.0,0,100.0,277
0,2,0,1,64,0.0,0,80.0,322
0,2,0,1,65,0.0,0,80.0,178
0,2,0,1,66,0.0,0,60.0,329
0,2,0,1,67,0.0,0,100.0,337
0,2,0,1,68,0.0,0,80.0,325
0,2,0,1,69,0.0,0,50.0,256
0,2,0,1,70,0.0,0,100.0,320
0,2,0,1,71,0.0,0,100.0,329
0,2,0,1,72,0.0,0,90.0,329
0,2,0,1,73,0.0,0,100.0,329
0,2,0,1,74,0.0,0,80.0,322
0,2,0,1,75,0.0,0,100.0,362
0,2,0,1,76,0.0,0,100.0,325
0,2,0,1,77,0.0,0,100.0,329
0,2,0,1,78,0.0,0,100.0,329
0,2,0,1,79,0.0,0,60.0,329
0,2,0,1,80,87.84855285332095,74,0.0,278
0,2,0,1,81,0.0,0,90.0,329
0,2,0,1,82,0.0,0,100.0,325
0,2,0,1,83,0.0,0,60.0,329
0,2,0,1,84,0.0,0,100.0,304
0,2,0,1,85,0.0,0,80.0,253
0,2,0,1,86,0.0,0,30.0,251
0,2,0,1,87,0.0,0,100.0,325
0,2,0,1,88,0.0,0,100.0,325
0,2,0,1,89,0.0,0,100.0,329
0,2,0,1,90,0.0,0,10.0,320
0,2,0,1,91,0.0,0,60.0,329
0,2,0,1,92,0.0,0,100.0,329
0,2,0,1,93,0.0,0,60.0,844
0,2,0,1,94,0.0,0,100.0,329
0,2,0,1,95,0.0,0,20.0,232
0,2,0,1,96,0.0,0,100.0,329
0,2,0,1,97,0.0,0,100.0,253
0,2,0,1,98,0.0,0,100.0,329
0,2,0,1,99,0.0,0,100.0,338
0,2,0,2,0,47.301019211586095,10,0.0,855
0,2,0,2,1,0.0,0,100.0,329
0,2,0,2,2,47.301019211586095,10,0.0,855
0,2,0,2,3,79.91414025327582,30,0.0,195
0,2,0,2,4,54.07308283381825,2,0.0,195
0,2,0,2,5,0.0,0,100.0,329
0,2,0,2,6,0.0,0,100.0,329
0,2,0,2,7,0.0,0,100.0,329
0,2,0,2,8,0.0,0,100.0,329
0,2,0,2,9,0.0,0,100.0,329
0,2,0,2,10,0.0,0,100.0,329
0,2,0,2,11,0.0,0,100.0,329
0,2,0,2,12,92.98242671270518,88,0.0,195
0,2,0,2,13,87.84855285332095,74,0.0,278
0,2,0,2,14,0.0,0,100.0,329
0,2,0,2,15,47.301019211586095,10,0.0,855
0,2,0,2,16,0.0,0,100.0,329
0,2,0,2,17,0.0,0,100.0,329
0,2,0,2,18,0.0,0,100.0,329
0,2,0,2,19,0.0,0,100.0,329
0,2,0,2,20,0.0,0,100.0,329
0,2,0,2,21,0.0,0,100.0,329
0,2,0,2,22,47.301019211586095,10,0.0,855
0,2,0,2,23,0.0,0,100.0,329
0,2,0,2,24,66.64010904984659,8,0.0,177
0,2,0,2,25,79.62665743957959,30,0.0,204
0,2,0,2,26,0.0,0,100.0,329
0,2,0,2,27,0.0,0,100.0,360
0,2,0,2,28,0.0,0,100.0,329
0,2,0,2,29,0.0,0,30.0,274
0,2,0,2,30,0.0,0,100.0,329
0,2,0,2,31,0.0,0,80.0,377
0,2,0,2,32,0.0,0,100.0,360
0,2,0,2,33,0.0,0,100.0,329
0,2,0,2,34,0.0,0,100.0,360
0,2,0,2,35,87.84855285332095,74,0.0,278
0,2,0,2,36,87.84855285332095,74,0.0,278
0,2,0,2,37,0.0,0,100.0,329
0,2,0,2,38,0.0,0,100.0,322
0,2,0,2,39,0.0,0,100.0,360
0,2,0,2,40,0.0,0,100.0,547
0,2,0,2,41,0.0,0,100.0,156
0,2,0,2,42,0.0,0,100.0,360
0,2,0,2,43,0.0,0,100.0,323
0,2,0,2,44,0.0,0,100.0,325
0,2,0,2,45,54.07308283381825,2,0.0,195
0,2,0,2,46,0.0,0,100.0,325
0,2,0,2,47,0.0,0,100.0,190
0,2,0,2,48,0.0,0,100.0,325
0,2,0,2,49,0.0,0,100.0,329
0,2,0,2,50,0.0,0,100.0,325
0,2,0,2,51,0.0,0,100.0,347
0,2,0,2,52,0.0,0,100.0,325
0,2,0,2,53,0.0,0,100.0,380
0,2,0,2,54,0.0,0,100.0,325
0,2,0,2,55,87.84855285332095,74,0.0,278
0,2,0,2,56,0.0,0,50.0,329
0,2,0,2,57,0.0,0,100.0,325
0,2,0,2,58,77.60207651028449,22,0.0,158
0,2,0,2,59,0.0,0,100.0,326
0,2,0,2,60,0.0,0,100.0,329
0,2,0,2,61,0.0,0,100.0,323
0,2,0,2,62,84.26956203327435,42,0.0,181
0,2,0,2,63,0.0,0,100.0,325
0,2,0,2,64,0.0,0,100.0,360
0,2,0,2,65,0.0,0,80.0,325
0,2,0,2,66,82.96805943147837,36,0.0,165
0,2,0,2,67,0.0,0,70.0,312
0,2,0,2,68,0.0,0,100.0,329
0,2,0,2,69,0.0,0,100.0,329
0,2,0,2,70,0.0,0,100.0,360
0,2,0,2,71,0.0,0,100.0,329
0,2,0,2,72,0.0,0,30.0,243
0,2,0,2,73,0.0,0,10.0,253
0,2,0,2,74,0.0,0,100.0,329
0,2,0,2,75,79.91414025327582,30,0.0,195
0,2,0,2,76,79.91414025327582,30,0.0,195
0,2,0,2,77,91.53985877313514,76,0.0,182
0,2,0,2,78,0.0,0,30.0,253
0,2,0,2,79,0.0,0,60.0,329
0,2,0,2,80,92.07060455658456,82,0.0,195
0,2,0,2,81,0.0,0,90.0,206
0,2,0,2,82,87.84855285332095,74,0.0,278
0,2,0,2,83,0.0,0,100.0,281
0,2,0,2,84,0.0,0,100.0,325
0,2,0,2,85,0.0,0,100.0,327
0,2,0,2,86,0.0,0,100.0,378
0,2,0,2,87,0.0,0,100.0,329
0,2,0,2,88,0.0,0,100.0,210
0,2,0,2,89,0.0,0,100.0,416
0,2,0,2,90,0.0,0,100.0,329
0,2,0,2,91,66.64010904984659,8,0.0,177
0,2,0,2,92,66.64010904984659,8,0.0,177
0,2,0,2,93,0.0,0,60.0,325
0,2,0,2,94,0.0,0,100.0,329
0,2,0,2,95,0.0,0,40.0,734
0,2,0,2,96,0.0,0,70.0,325
0,2,0,2,97,0.0,0,100.0,329
