evo,enemy,individual,round,f,p,e,t
0,5,0,0,92.84396233303971,77.80000000000021,0.0,152
0,5,0,0,94.92494267846526,90.40000000000009,0.0,148
0,5,0,0,93.7546569687916,88.60000000000011,0.0,175
0,5,0,0,94.92494267846526,90.40000000000009,0.0,148
0,5,0,0,92.84396233303971,77.80000000000021,0.0,152
0,5,1,1,0.0,0.0,80.0,662
0,5,1,1,0.0,0.0,80.0,688
0,5,1,1,0.0,0.0,80.0,665
0,5,1,1,0.0,0.0,80.0,753
0,5,1,1,0.0,0.0,80.0,688
0,5,2,2,89.95322224129154,76.60000000000022,0.0,231
0,5,2,2,88.64644782660005,71.80000000000027,0.0,245
0,5,2,2,82.2753044434857,44.200000000000294,0.0,259
0,5,2,2,91.94758340413226,83.20000000000016,0.0,204
0,5,2,2,87.81832458583396,67.00000000000031,0.0,244
0,5,3,3,85.44385821996906,64.00000000000034,0.0,295
0,5,3,3,86.25670203556153,63.40000000000034,0.0,269
0,5,3,3,88.39906160600982,70.00000000000028,0.0,243
0,5,3,3,85.17094452920693,58.00000000000033,0.0,269
0,5,3,3,85.17094452920693,58.00000000000033,0.0,269
0,5,4,4,91.64076578212067,80.80000000000018,0.0,202
0,5,4,4,92.10912134090518,83.80000000000015,0.0,202
0,5,4,4,79.97024258006007,63.40000000000034,0.0,438
0,5,4,4,89.28630593313277,83.20000000000016,0.0,279
0,5,4,4,93.0725552004344,89.8000000000001,0.0,200
0,5,5,5,81.42472916669217,55.60000000000032,0.0,359
0,5,5,5,82.96697890771628,61.000000000000334,0.0,347
0,5,5,5,94.13146665578815,94.60000000000005,0.0,189
0,5,5,5,94.85032980061766,93.40000000000006,0.0,163
0,5,5,5,94.13146665578815,94.60000000000005,0.0,189
0,5,6,6,93.58862947566739,82.00000000000017,0.0,150
0,5,6,6,84.09850468255037,66.40000000000032,0.0,344
0,5,6,6,0.0,0.0,60.0,883
0,5,6,6,0.0,9.400000000000231,100.0,1000
0,5,6,6,0.0,0.0,60.0,972
0,5,7,7,92.79608081577442,85.60000000000014,0.0,190
0,5,7,7,92.24178027001275,82.00000000000017,0.0,190
0,5,7,7,92.24178027001275,82.00000000000017,0.0,190
0,5,7,7,89.6651677945978,77.20000000000022,0.0,242
0,5,7,7,92.24178027001275,82.00000000000017,0.0,190
0,5,8,8,79.64335655902,42.40000000000029,0.0,321
0,5,8,8,78.57969147519988,42.40000000000029,0.0,351
0,5,8,8,82.97797999145376,44.800000000000296,0.0,243
0,5,8,8,80.70346742019146,40.000000000000284,0.0,271
0,5,8,8,77.1340242232435,40.000000000000284,0.0,373
0,5,9,9,82.62582868154776,76.00000000000023,0.0,425
0,5,9,9,82.62582868154776,76.00000000000023,0.0,425
0,5,9,9,82.62582868154776,76.00000000000023,0.0,425
0,5,9,9,81.94539346949395,71.80000000000027,0.0,425
0,5,9,9,82.338290103221,74.20000000000024,0.0,425
0,8,0,0,77.71395021528804,47.8000000000003,0.0,412
0,8,0,0,77.71395021528804,47.8000000000003,0.0,412
