evo,enemy,individual,round,f,p,e,t
1,5,8,2,83.6967070089393,79.6000000000002,0.0,412
1,5,8,3,82.7499931288047,73.60000000000025,0.0,412
1,5,8,4,83.17553109709974,76.00000000000023,0.0,411
1,5,9,0,82.24110563750519,73.60000000000025,0.0,425
1,5,9,1,82.62582868154776,76.00000000000023,0.0,425
1,5,9,2,82.24110563750519,73.60000000000025,0.0,425
1,5,9,3,82.24110563750519,73.60000000000025,0.0,425
1,5,9,4,81.74467799873602,70.60000000000028,0.0,425
1,8,0,0,84.56097346819888,71.80000000000027,0.0,357
1,8,0,1,84.56097346819888,71.80000000000027,0.0,357
1,8,0,2,84.56097346819888,71.80000000000027,0.0,357
1,8,0,3,84.56097346819888,71.80000000000027,0.0,357
1,8,0,4,84.56097346819888,71.80000000000027,0.0,357
1,8,1,0,81.59720902847545,47.8000000000003,0.0,305
1,8,1,1,81.59720902847545,47.8000000000003,0.0,305
1,8,1,2,81.59720902847545,47.8000000000003,0.0,305
1,8,1,3,81.59720902847545,47.8000000000003,0.0,305
1,8,1,4,81.59720902847545,47.8000000000003,0.0,305
1,8,2,0,72.18504862433186,26.20000000000025,0.0,383
1,8,2,1,72.18504862433186,26.20000000000025,0.0,383
1,8,2,2,72.18504862433186,26.20000000000025,0.0,383
1,8,2,3,72.18504862433186,26.20000000000025,0.0,383
1,8,2,4,72.18504862433186,26.20000000000025,0.0,383
1,8,3,0,70.88087938968802,22.600000000000243,0.0,376
1,8,3,1,70.88087938968802,22.600000000000243,0.0,376
1,8,3,2,70.88087938968802,22.600000000000243,0.0,376
1,8,3,3,70.88087938968802,22.600000000000243,0.0,376
1,8,3,4,70.88087938968802,22.600000000000243,0.0,376
1,8,4,0,85.96730528824031,68.8000000000003,0.0,305
1,8,4,1,85.96730528824031,68.8000000000003,0.0,305
1,8,4,2,85.96730528824031,68.8000000000003,0.0,305
1,8,4,3,85.96730528824031,68.8000000000003,0.0,305
1,8,4,4,85.96730528824031,68.8000000000003,0.0,305
1,8,5,0,81.31096349355191,45.4000000000003,0.0,296
1,8,5,1,81.31096349355191,45.4000000000003,0.0,296
1,8,5,2,81.31096349355191,45.4000000000003,0.0,296
1,8,5,3,81.31096349355191,45.4000000000003,0.0,296
1,8,5,4,81.31096349355191,45.4000000000003,0.0,296
1,8,6,0,68.51941709081478,19.600000000000236,0.0,403
1,8,6,1,68.51941709081478,19.600000000000236,0.0,403
1,8,6,2,68.51941709081478,19.600000000000236,0.0,403
1,8,6,3,68.51941709081478,19.600000000000236,0.0,403
1,8,6,4,68.51941709081478,19.600000000000236,0.0,403
1,8,7,0,0.0,0.0,50.0,475
1,8,7,1,0.0,0.0,50.0,475
1,8,7,2,0.0,0.0,50.0,475
1,8,7,3,0.0,0.0,50.0,475
1,8,7,4,0.0,0.0,50.0,475
1,8,8,0,0.0,0.0,70.0,462
1,8,8,1,0.0,0.0,70.0,462
1,8,8,2,0.0,0.0,70.0,462
1,8,8,3,0.0,0.0,70.0,462
1,8,8,4,0.0,0.0,70.0,462
1,8,9,0,84.73619281551353,62.20000000000034,0.0,305
1,8,9,1,84.73619281551353,62.20000000000034,0.0,305
1,8,9,2,84.73619281551353,62.20000000000034,0.0,305
1,8,9,3,84.73619281551353,62.20000000000034,0.0,305
1,8,9,4,84.73619281551353,62.20000000000034,0.0,305
